"","GeneID","logFC","AveExpr","t","P.Value","adj.P.Val","B","modlogFC"
"ILMN_3242530","KCNIP4-IT1",0.944787268276699,4.73557941176471,-3.33336194696288,0.00187987326905209,0.999946195569227,-1.28895915524931,0.944787268276699
"ILMN_3243111","KRT17P5",0.954165972463949,4.68142647058824,-3.33304325490357,0.00188154803635047,0.999946195569227,-1.28971620064163,0.954165972463949
"ILMN_2410938","SMOC1",1.05707194544632,4.70307352941176,3.31417514881363,0.0019832772514407,0.999946195569227,-1.33447074800109,1.05707194544632
"ILMN_1756210","OR6X1",1.06249106890549,4.65880588235294,3.31003130114744,0.00200631073219319,0.999946195569227,-1.34428230634842,1.06249106890549
"ILMN_3240576","SNORD45B",0.94845559956009,4.63568235294118,-3.30854273533261,0.00201464693517354,0.999946195569227,-1.34780529710027,0.94845559956009
"ILMN_2322831","NOS2",0.947393992338113,4.61376764705882,-3.30672776999277,0.00202485567099844,0.999946195569227,-1.35209966961956,0.947393992338113
"ILMN_1723574","TSG1",0.949301699733896,4.69206764705882,-3.2611943028864,0.00229768956452401,0.999946195569227,-1.45943352407029,0.949301699733896
"ILMN_3310663","MIR665",0.943690051993898,4.79276470588235,-3.25657702845524,0.00232723022799271,0.999946195569227,-1.47027393163601,0.943690051993898
"ILMN_2140059","LAMA4",0.94946480518112,4.60802058823529,-3.25489596547488,0.00233807481436757,0.999946195569227,-1.47421870340027,0.94946480518112
"ILMN_1793309","BEND4",0.941747926707465,4.72527352941176,-3.24918665230011,0.00237526548437305,0.999946195569227,-1.48760808393049,0.941747926707465
"ILMN_1706478","HOXA7",0.945849700873477,4.69386176470588,-3.24475747715075,0.00240450384275248,0.999946195569227,-1.49798671217353,0.945849700873477
"ILMN_3289934","MYO5B",0.946727224294759,4.61480588235294,-3.24301592042166,0.00241609380881666,0.999946195569227,-1.50206553890927,0.946727224294759
"ILMN_1652611","C1D",0.937917915192687,4.67712941176471,-3.24073405251013,0.00243135986881866,0.999946195569227,-1.5074080414827,0.937917915192687
"ILMN_1652646","LOC100131257",0.931960038486949,4.6931,-3.23623831405034,0.00246170561276824,0.999946195569227,-1.51792798044428,0.931960038486949
"ILMN_1759327","DENND4A",1.06838115109184,4.78821176470588,3.23474948256566,0.00247183411753575,0.999946195569227,-1.52141009886915,1.06838115109184
"ILMN_1660904","TRIM15",1.0474858201784,4.56373529411765,3.19714127981979,0.00274120149668746,0.999946195569227,-1.60908329078705,1.0474858201784
"ILMN_3184582","XAGE2",1.04645480148426,4.61068529411765,3.18999645353833,0.00279542823213868,0.999946195569227,-1.62567677127836,1.04645480148426
"ILMN_1696654","IFIT5",1.0908452323629,4.93887058823529,3.18720694112376,0.00281687445121675,0.999946195569227,-1.63214978103123,1.0908452323629
"ILMN_3277420","TMEM132B",1.04272592289234,4.66355588235294,3.18547803315934,0.0028302447664121,0.999946195569227,-1.63616012897599,1.04272592289234
"ILMN_1784328","SNORD25",0.90210313392961,4.83515294117647,-3.16938029532918,0.0029576552993627,0.999946195569227,-1.67344304274928,0.90210313392961
"ILMN_1773278","OR8D4",1.04541651611048,4.6245,3.15700582131828,0.0030592706036044,0.999946195569227,-1.70203218551682,1.04541651611048
"ILMN_1708516","PRTFDC1",0.942573576112626,4.79930294117647,-3.15080397293085,0.00311143320101378,0.999946195569227,-1.71633728988804,0.942573576112626
"ILMN_1792265","TRIM4",0.929566971502769,4.79993235294118,-3.14706112408094,0.00314331975740247,0.999946195569227,-1.72496296265178,0.929566971502769
"ILMN_1806655","ARHGAP6",0.949143321551656,4.67726176470588,-3.14391454422267,0.00317036552469562,0.999946195569227,-1.73221009034348,0.949143321551656
"ILMN_1654677","RAD9B",1.05050435496883,4.70090588235294,3.14324099939907,0.00317618337913312,0.999946195569227,-1.73376085986203,1.05050435496883
"ILMN_1772575","LINC01547",0.943283186069286,4.71175588235294,-3.13479781556135,0.00324997497610833,0.999946195569227,-1.75318476791379,0.943283186069286
"ILMN_1707426","CPLX4",1.04422931919773,4.6229,3.13242503727911,0.00327100264636312,0.999946195569227,-1.75863820842271,1.04422931919773
"ILMN_1721167","MYT1",0.956497810622732,4.63547647058824,-3.13208279889986,0.00327404617527834,0.999946195569227,-1.75942459698908,0.956497810622732
"ILMN_2415776","WWOX",1.08753092695206,4.96188823529412,3.12785047668068,0.00331190627210705,0.999946195569227,-1.76914557818555,1.08753092695206
"ILMN_1688458","CELA2B",0.948064515713327,4.68013235294118,-3.12443035613743,0.00334280287864472,0.999946195569227,-1.77699569162285,0.948064515713327
"ILMN_3245646","PRR35",1.0600105116558,4.74227941176471,3.1241344765404,0.00334548855728802,0.999946195569227,-1.77767459051372,1.0600105116558
"ILMN_3310735","MIR873",1.04765697730894,4.59918823529412,3.11353114264954,0.00344309167788355,0.999946195569227,-1.80198025364105,1.04765697730894
"ILMN_3237149","MESTIT1",0.957457264628921,4.62825588235294,-3.11156639197988,0.00346147009655668,0.999946195569227,-1.80647888781329,0.957457264628921
"ILMN_1694571","SPDYE7P",0.945591237332822,4.72449411764706,-3.10518824832345,0.00352177259330386,0.999946195569227,-1.82107172092166,0.945591237332822
"ILMN_1705689","ADAM12",0.944843870023823,4.83525882352941,-3.09960821959724,0.00357534179241775,0.999946195569227,-1.83382465487348,0.944843870023823
"ILMN_3275337","MZF1-AS1",1.04120149310708,4.6735,3.09651965126276,0.00360532245609627,0.999946195569227,-1.84087787972507,1.04120149310708
"ILMN_3249739","EEF2KMT",1.0607302795284,4.81859117647059,3.09523909052965,0.00361782231044704,0.999946195569227,-1.84380107157135,1.0607302795284
"ILMN_3309394","MIR494",1.04406285740713,4.61456470588235,3.08568769698749,0.00371235464848739,0.999946195569227,-1.86558281569395,1.04406285740713
"ILMN_2203891","SMAD7",0.782770961787105,5.47949705882353,-3.08349426917552,0.00390047839435452,0.999946195569227,-1.89866525574985,0.782770961787105
"ILMN_1743399","CCDC162P",1.05748234069681,4.68310294117647,3.06387432834823,0.00393705961431032,0.999946195569227,-1.91518378254035,1.05748234069681
"ILMN_2080080","MAP7D2",0.948914025498435,4.64908529411765,-3.04621086980239,0.00412834828441068,0.999946195569227,-1.95520034697963,0.948914025498435
"ILMN_3311020","MIR208A",0.955292868709182,4.61763529411765,-3.0409652280033,0.00418682180105381,0.999946195569227,-1.96705863524802,0.955292868709182
"ILMN_1651232","FAM86FP",1.0677550448136,4.85155,3.04004202615934,0.00419719317316937,0.999946195569227,-1.96914439990582,1.0677550448136
"ILMN_3270853","LOC100130298",1.10486546891792,5.06444411764706,3.03176163502253,0.00429130389152188,0.999946195569227,-1.9878356431973,1.10486546891792
"ILMN_1666314","RET",1.04586691734553,4.58544411764706,3.02752095554887,0.00434026705757098,0.999946195569227,-1.99739661996739,1.04586691734553
"ILMN_3251370","HOXA4",1.04789871955491,4.63694117647059,3.02751976272115,0.00434028090371693,0.999946195569227,-1.99739930820504,1.04789871955491
"ILMN_1781672","GAB1",1.04506202633681,4.80487647058824,3.01676619319011,0.00446681019939165,0.999946195569227,-2.02160918750001,1.04506202633681
"ILMN_3201239","SEPHS1",1.04508738000725,4.63564705882353,3.01386115227097,0.0045015823446372,0.999946195569227,-2.02814077458592,1.04508738000725
"ILMN_3282529","HMGB1",0.951988277795198,4.61880882352941,-3.00896577803124,0.00456075456773028,0.999946195569227,-2.03913902041657,0.951988277795198
"ILMN_1731688","KLB",0.938289947702254,4.85840882352941,-3.00772734506051,0.00457583947307707,0.999946195569227,-2.04191969893206,0.938289947702254
"ILMN_1791777","KRTAP5-7",1.04198432262055,4.63452352941176,3.00471414556106,0.00461273833100376,0.999946195569227,-2.04868249178479,1.04198432262055
"ILMN_1672845","LARP7",0.962752682474725,4.64497941176471,-3.00462960488884,0.00461377761741154,0.999946195569227,-2.04887217659045,0.962752682474725
"ILMN_1662735","OR5K2",0.956191935276766,4.67222647058824,-3.00160580096103,0.00465109531229525,0.999946195569227,-2.05565465612189,0.956191935276766
"ILMN_1663430","LOC648987",1.05567131145113,4.73089117647059,2.99874074127886,0.00468671550849696,0.999946195569227,-2.06207736329116,1.05567131145113
"ILMN_2206009","FCAMR",0.945874052528931,4.68842647058824,-2.99753852735273,0.00470173840782645,0.999946195569227,-2.0647713344886,0.945874052528931
"ILMN_1779875","THY1",1.04527160065336,4.61868235294118,2.99633419118996,0.00471683319368491,0.999946195569227,-2.06746942355129,1.04527160065336
"ILMN_1775373","CMTM5",0.934281089002158,4.78888235294118,-2.98939117766481,0.0048047466254819,0.999946195569227,-2.08301147465417,0.934281089002158
"ILMN_2125395","ADGRG7",0.931339176494174,4.76215588235294,-2.98897191629222,0.00481010435506212,0.999946195569227,-2.08394931688441,0.931339176494174
"ILMN_1668727","ARSB",1.10050392121235,4.88155882352941,2.98527044259926,0.00485764947592832,0.999946195569227,-2.0922257390228,1.10050392121235
"ILMN_3308048","MIR193B",1.06542676470567,4.63401176470588,2.98432461401013,0.00486986917919303,0.999946195569227,-2.0943396201492,1.06542676470567
"ILMN_1773613","POU2F3",0.941518086494337,4.84427352941176,-2.98194377630531,0.00490075651036009,0.999946195569227,-2.09965892195331,0.941518086494337
"ILMN_1760509","EOMES",0.93626761191405,4.74687058823529,-2.98175942378402,0.00490315582988785,0.999946195569227,-2.10007070013902,0.93626761191405
