"","GeneID","TValue","PValue","Coefficient","sig.cnt","GeneID","AlzheimersPValue","AsthmaPValue","CADPValue","CKDPValue","CLDPValue","COPDPValue","EthnicityPValue","HIVPValue","HypPValue","LupusPValue","ObesePValue","ONDPValue","RAPValue","T1DPValue","AlzheimersFC","AsthmaFC","CADFC","CKDFC","CLDFC","COPDFC","EthnicityFC","HIVFC","HypFC","LupusFC","ObeseFC","ONDFC","RAFC","T1DFC","AdjP"
"10771","KMT5B",-2.62776078351616,0.023500948558796,-0.621007903299903,5,"KMT5B",0.0000313564604790843,1,1,0.00000345747879734029,1,1,1,0.021885944493193,NA,1,1,0.00351674924708535,0.00003939187435739,1,0.988782322725871,1,1,0.938074295740172,1,1,1,1.00379807642557,NA,1,1,0.804388251312974,1.03170266684136,1,0.399260802353702
"3520","CD74",-2.59260300682417,0.0235447068741446,-0.59919013047229,7,"CD74",1,1,0.0163131246346907,0.000000000359322562072579,1,1,0.00131072937800565,0.000000000136636132077745,1,1,0.0108312907625473,0.0101136323146885,0.000373811766795262,1,1,1,1.10033287188151,0.900012416813819,1,1,1.1745681956191,0.98797371063886,1,1,0.996251113043646,0.607810133499883,0.984771939731034,1,0.399260802353702
"13900","MDFI",2.6263065786013,0.0235620085497621,0.620796704606961,4,"MDFI",0.00143257489314865,1,1,0.0000000000000808158496800906,0.0336466642316147,NA,1,0.0212188510666824,1,1,1,1,1,1,1.01026600913468,1,1,1.1136880922811,1.01619720193881,NA,1,1.00542715595176,1,1,1,1,1,1,0.399260802353702
"25362","WDR20",-2.62524621306046,0.0236066304639311,-0.620642619167964,7,"WDR20",1,1,NA,0.00000000000358827304309762,0.00743260562227827,1,0.045118577345215,0.0110852235367772,1,0.0481069213805599,1,0.00100956719970816,0.000619871860194624,1,1,1,NA,0.83445845680059,1.03279003089661,1,1.2995097141391,0.988633149999043,1,0.966597004246651,1,0.686239298392149,1.03287965054514,1,0.399260802353702
"4276","CMC1",-2.62514130547117,0.0236110496773685,-0.620627370767712,4,"CMC1",0.0000359485969735682,1,NA,0.0000304133984692758,1,1,1,1,1,1,1,1,0.000000272215765533284,0.0013968232422693,0.992777745368237,1,NA,0.871562411765566,1,1,1,1,1,1,1,1,1.07530119036972,0.942048288747308,0.399260802353702
"6210","EIF3F",2.59105852696562,0.023611809431961,0.598961260551355,7,"EIF3F",1,0.00341558545170623,1,0.00000000146236051067854,1,0.0244306268778056,1,0.0000000000000000206213615467827,1,1,1,0.0206088049643837,0.0100868714947601,0.0163181284799296,1,0.989675533251066,1,1.10359565165049,1,0.996933483197628,1,1.06779590218459,1,1,1,1.12809406151487,0.991155830479799,0.897512164788602,0.399260802353702
"25380","WDR44",2.59072575376217,0.0236262917743164,0.59891192907165,5,"WDR44",0.00992372102336635,1,1,0.00000000113272755172402,1,1,1,0.00000000000115106553048586,1,1,1,0.00000730345035210762,0.0000693789274497775,1,0.995014466956278,1,1,1.10924086452088,1,1,1,1.02172913077831,1,1,1,1.24599303135888,1.04053403343643,1,0.399260802353702
"4087","CIRBP",-2.59062921923714,0.0236304945955116,-0.598897617175368,8,"CIRBP",0.0273588884537032,1,1,0.00000000000321747372272953,1,0.00170521119557991,0.0370873503321215,1,0.0366720595540146,1,0.0242776054955307,0.00046310987895525,0.000118382012207442,1,0.993190050314752,1,1,0.910702437480535,1,0.981037199779763,1.18819216701768,1,1.63888491939702,1,0.99709094878871,0.692010682945441,0.982087548801691,1,0.399260802353702
"3820","CEP57L1",2.66619279572576,0.0236465799932115,0.644591415009249,4,"CEP57L1",1,1,NA,0.0000282784677052162,1,NA,1,0.00607370281292903,1,1,1,0.0257435712975521,0.031571451215527,1,1,1,NA,1.07043782222111,1,NA,1,1.00386571944517,1,1,1,1.06791569086651,1.02497665951381,1,0.399260802353702
"11556","LINC00921",-2.71562399870227,0.0237775447460861,-0.671095159574158,4,"LINC00921",0.0109905009352439,1,NA,0.000000104808974025578,1,NA,1,0.000606654719955471,NA,1,1,1,0.00135858814681061,1,1.00770145053166,1,NA,0.911887278277103,1,NA,1,0.982627437258633,NA,1,1,1,1.03468602907725,1,0.399260802353702
"6782","FAM13A",-2.58693074812028,0.0237920659339509,-0.59834886149307,5,"FAM13A",0.00703870484241041,1,1,0.000000000178776263998211,0.000257227161426203,1,1,0.00076041224062616,1,1,1,1,0.000000842500699583949,1,1.00961982177504,1,1,0.807366404250143,0.917617911434185,1,1,1.01409515388736,1,1,1,1,1.07287542556304,1,0.399260802353702
"8929","HCFC1",2.58638911598547,0.0238158180576724,0.598268426783247,4,"HCFC1",1,1,1,0.0000000122086801684776,1,1,1,1,1,1,0.0412741371265426,1,0.000000000509662019817312,0.0065705312382813,1,1,1,1.086283661039,1,1,1,1,1,1,0.992698464728984,1,0.967162470280767,0.988671938087431,0.399260802353702
"10251","JRKL",-2.58588194148551,0.0238380801077788,-0.598193092781495,6,"JRKL",1,1,1,0.000205123938224291,0.0487897587850693,1,1,0.00513592996893199,1,1,0.024154122729774,0.0261560988045598,0.000295549828045436,1,1,1,1,0.888148146693229,1.04616114124116,1,1,1.00427076008485,1,1,1.0370198062173,0.966857142857143,1.07873671290539,1,0.399260802353702
"22707","SULT1A1",2.5854916724633,0.0238552245119019,0.598135112728228,5,"SULT1A1",0.0392841844826993,1,1,0.0296047466646263,1,1,1,0.000000427539730422219,1,1,1,1,0.00219162167552014,0.0105057651906113,1.00213571348292,1,1,1.02846337274815,1,1,1,1.01159636205744,1,1,1,1,0.977493136990162,1.02980827740215,0.399260802353702
"26506","ZNRF1",2.61934700810353,0.0238564051970048,0.619784070868664,5,"ZNRF1",1,1,NA,0.00000000169265820851801,1,0.0193613608390783,1,1,1,1,0.0330716859062753,0.0108952327737714,0.0385693000820009,1,1,1,NA,1.11864468672158,1,1.02001376784146,1,1,1,1,0.97469113049096,1.28454826906839,0.979775364914497,1,0.399260802353702
"7153","FBRSL1",-2.61884118959998,0.0238779427223954,-0.619710352139369,8,"FBRSL1",0.0127678088897545,1,NA,0.0000000000000000333162661098317,0.0122678099040707,1,1,0.00000238710710547397,1,1,0.00754407114732051,0.000282945400557778,0.0000000000290783815434448,0.00630163115425722,1.00864057226325,1,NA,0.84957980056254,0.842414853279636,1,1,0.980516957728128,1,1,0.993177119344117,0.773595701625846,0.958565901097004,1.04378869336695,0.399260802353702
"5331","DDX54",2.58451177012041,0.0238983244217099,0.597989492791953,5,"DDX54",1,1,1,0.000000000000000000019063393407866,1,1,1,0.00976059795268992,1,1,1,0.00134876332106724,0.0000685830327470446,0.000646089733377036,1,1,1,1.17953140804003,1,1,1,0.99248599382741,1,1,1,1.4,0.97242826336765,0.934115436635545,0.399260802353702
"15247","MTMR4",-2.58386543365512,0.0239267944154081,-0.597893410516984,5,"MTMR4",0.000830821983800276,1,1,0.0000000000000000237431004041058,0.0363137962030797,1,1,0.00224637182099181,1,1,0.0143955778907586,1,1,1,1.01061295647056,1,1,0.863690539086977,0.952201262746255,1,1,0.98428388328352,1,1,0.985024819127123,1,1,1,0.399260802353702
"4189","CLEC4E",-2.58184022036399,0.0240162161344117,-0.597592181943852,5,"CLEC4E",0.0128672444476985,1,1,0.0002156531045508,1,0.00518004629822872,1,0.0107338065227816,1,1,1,1,0.00161016333268022,1,1.01018792903548,1,1,0.884896752967498,1,1.03346449266011,1,0.986229858062453,1,1,1,1,1.03503820375672,1,0.399260802353702
"127","ABHD11",2.61493372894498,0.0240449682273232,0.619140319981631,6,"ABHD11",1,1,1,0.0000534009040337695,0.000911170910664468,NA,1,1,1,1,0.0450927366761977,0.0421989710159225,0.0293866931262856,0.0275140776177,1,1,1,1.04256695289433,1.08858541833435,NA,1,1,1,1,1.01880938052399,1.1302752293578,0.989047039724326,1.04551551995788,0.399260802353702
"5620","DMAC2",2.61449245558107,0.0240639028387286,0.619075884105124,6,"DMAC2",0.00147494646297379,1,0.0161650097707378,0.000000116244722153627,1,1,0.0498576167582427,0.000000000284262579335949,NA,1,1,1,0.00339364360130522,1,1.00846966052319,1,0.94351922032969,1.09155942683842,1,1,0.907609392579782,0.973105188291724,NA,1,1,1,0.989754324320172,1,0.399260802353702
"24717","U2AF2",2.58047642212674,0.0240766173319744,0.597389189022922,4,"U2AF2",1,1,1,0.0000000000000000203784699238563,1,1,1,0.02123536163271,1,1,0.01533314504286,1,0.00000000010183278025643,1,1,1,1,1.26737237240665,1,1,1,1.00436177685216,1,1,0.979810016428346,1,0.964670681572072,1,0.399260802353702
"25608","YIPF2",2.58029927782898,0.0240844737414134,0.597362813761469,5,"YIPF2",1,1,1,0.000000000000000627275248528492,1,1,1,0.00000650315015615193,1,1,0.0152902149056933,1,0.00102741201546614,0.0204625272870573,1,1,1,1.11427425661993,1,1,1,1.01007893446432,1,1,1.01595215288857,1,0.954160415858123,0.980501343954479,0.399260802353702
"25305","WAC",-2.57998721424394,0.0240983199545419,-0.597316345463764,6,"WAC",0.00208609719401415,1,1,0.0000000000650131301637018,1,1,1,0.000000445727968856495,1,1,0.0109613815710737,0.000000857338378158881,0.00250901281350368,1,0.988812276840824,1,1,0.89381155892036,1,1,1,1.036082267837,1,1,1.05118746076568,0.730117898321092,1.05757100076214,1,0.399260802353702
"6635","EXOG",2.61365740311952,0.0240997743762537,0.618953913362115,5,"EXOG",1,1,1,0.000000000229818992327621,0.0234537718364566,NA,1,0.000284439026851969,1,1,1,0.000848604358096613,0.00880707449911387,1,1,1,1,1.06883732768469,1.08060484384948,NA,1,1.00686740186862,1,1,1,1.23590814196242,0.980228041139396,1,0.399260802353702
"25828","ZFP64",2.57883173296951,0.0241496561626666,0.597144234399843,4,"ZFP64",1,1,1,0.000000000000000000296861129576821,1,1,1,0.0282270665775902,1,1,0.000417817844918546,1,0.00221388756934115,1,1,1,1,1.12073002179121,1,1,1,1.00366675958987,1,1,0.964508410281676,1,0.97840780802625,1,0.399260802353702
"8188","GMCL2",-2.65201921713807,0.0242289349826543,-0.642581870262462,4,"GMCL2",NA,1,1,0.00000000000000274290337107293,0.0130894745469226,1,1,1,NA,1,0.0389399390962664,1,0.00126971104991574,1,NA,1,1,0.719887522290414,0.936995708202606,1,1,1,NA,1,0.957686408805932,1,1.02581394422044,1,0.399260802353702
"4166","CLEC12A",-2.60968126244502,0.0242713028677756,-0.618372529375709,4,"CLEC12A",1,1,NA,0.000972050594620971,1,0.0129511172172365,1,0.0000403946758541889,1,1,1,1,0.00000774624426094349,1,1,1,NA,0.890180237686567,1,1.03434753739793,1,0.959603948333457,1,1,1,1,1.12513064864492,1,0.399260802353702
"26055","ZNF331",-2.57599585074906,0.0242761028083655,-0.596721474687784,7,"ZNF331",1,1,1,0.000000000177457958953274,0.0352832462932216,1,1,0.00014470673077904,1,0.00879073873694045,0.022198895290075,0.0019424862621605,0.0441696990364754,1,1,1,1,0.836203086926463,0.712827802988823,1,1,0.980858956041815,1,0.956604842746381,0.97391998313238,0.654933798289108,0.979903293987851,1,0.399260802353702
"20170","RSL1D1",-2.57587914593379,0.0242813202748541,-0.596704066239752,9,"RSL1D1",0.0000000668192559439417,0.00940727299619036,0.00664367351832627,0.000000000000000903228090830755,0.00199354342688435,1,1,0.044955561534925,1,1,0.047166600295803,0.00542654016166941,0.000118127879889195,1,0.975969933337363,0.984004064454311,0.874597302129692,0.833619882651759,0.948939717850418,1,1,0.994306271282869,1,1,1.03044352118586,0.850611444105446,0.978982778029888,1,0.399260802353702
"24211","TRAT1",-2.57504283547761,0.0243187408379743,-0.596579292089078,4,"TRAT1",0.0000167186223959918,1,1,0.000301376310251789,1,1,1,0.0000764450439162392,1,1,1,1,0.00000482164282312741,1,0.976977917112638,1,1,0.862537933689396,1,1,1,1.01091814466841,1,1,1,1,1.11709675132664,1,0.399260802353702
"20354","SARAF",-2.57444027188968,0.0243457373130077,-0.596489365207423,7,"SARAF",1,1,0.0105841385411165,0.000000000992828456017501,0.0326914273535969,0.0122983001627906,1,0.000000000000830586671526229,1,1,0.00611219985909368,0.000390238418786588,1,1,1,1,0.91195040849977,0.894153461365834,0.897810455500706,0.9942540894546,1,0.985718765003783,1,1,0.99361171143925,0.741585280014078,1,1,0.399260802353702
"11040","LARP1",2.56821966491186,0.024626151904419,0.595559684736424,7,"LARP1",0.0400428692160707,0.0177562950825279,1,0.00000000000000569307068462047,0.0223727844935264,1,1,0.0000663026364536057,1,1,0.0375420042704963,1,0.0000000000104692285627818,1,1.00511493370942,0.988655446540709,1,1.17582567393675,1.04040310392633,1,1,0.976385955509273,1,1,0.994235532474167,1,0.961717057656377,1,0.399260802353702
"23189","TECR",-2.56581298467809,0.0247354841553365,-0.595199358790426,7,"TECR",0.021877584437873,1,1,0.000000743420050871244,0.00407869640579007,0.00944373803353961,1,0.00000000150531483220078,1,1,1,0.000219846130388703,0.000000551205632302078,1,1.0095571551402,1,1,0.851290309619427,0.949894036115228,0.985272737100203,1,0.972326283209019,1,1,1,0.551570415400203,0.970580106924566,1,0.399260802353702
"7160","FBXL18",2.69127037698212,0.0247449729533465,0.667767166398674,5,"FBXL18",NA,1,1,0.00000000000122838751716815,0.00332282069084271,NA,NA,0.000129762754270735,1,1,1,0.0137078205647894,0.000918266797009001,1,NA,1,1,1.11237463230744,1.17683717391512,NA,NA,0.985756780555481,1,1,1,1.20311526479751,0.977284571254858,1,0.399260802353702
"23716","TMEM204",2.6390225436802,0.0247755022950181,0.640727458724928,4,"TMEM204",NA,0.0122167991563011,1,0.0000000000000178915374646567,1,0.00507765079648708,NA,1,1,1,1,1,0.0000779921707730247,1,NA,0.983217004465961,1,1.09787399014296,1,0.968818627854463,NA,1,1,1,1,1,0.96753844174516,1,0.399260802353702
"6364","ENOX2",2.56385207914274,0.0248249153015864,0.594905508138517,6,"ENOX2",0.00161116919577492,0.0447425675770964,1,0.00000000000000000000379348972747684,0.00065357628490438,1,1,0.0495853649211793,1,1,0.00978802598885819,1,1,1,0.994414055376263,0.96324267407571,1,1.1924813784794,1.09688342938493,1,1,1.00343211563145,1,1,0.9710075049435,1,1,1,0.399260802353702
"11470","LINC00652",2.63739926161046,0.0248446265506391,0.640495051723619,4,"LINC00652",0.00379883849271332,1,1,0.00000323614232700236,1,NA,0.0477309864261762,0.0159975749890537,NA,1,1,1,1,1,1.0088384224555,1,1,1.07766191335068,1,NA,0.92703302117196,1.00787189714916,NA,1,1,1,1,1,0.399260802353702
"17632","PGP",2.56329013537179,0.024850601978298,0.594821254296332,4,"PGP",1,1,1,0.00000002839293484976,0.000431787839517978,1,1,0.0000000000000000426051065087797,1,1,1,0.00945814950261797,1,1,1,1,1,1.09544711328319,1.13840786823265,1,1,0.97482920688988,1,1,1,1.20510869565217,1,1,0.399260802353702
"21254","SLC30A9",-2.56268302475889,0.024878382372596,-0.59473020642465,5,"SLC30A9",0.0000364745854185093,1,1,0.00000184881918960002,0.00000221134195124677,1,1,0.00000104379601035786,1,1,1,1,0.000000801742676335638,1,0.983945354222286,1,1,0.857631266731354,1.04728186282313,1,1,0.978974288825266,1,1,1,1,1.06999948717809,1,0.399260802353702
"3822","CEP63",-2.56132986290928,0.0249404098548614,-0.594527191497699,8,"CEP63",0.00000283359998177769,1,1,0.00000121475062714607,0.00596257436075733,1,0.0000554785208516582,0.0000000000335746570283473,1,1,1,0.0288203818126246,0.000000505492882389249,0.00102733598628683,0.980978376476287,1,1,0.882215395302689,0.960715598772924,1,1.24556166418263,1.01566244813237,1,1,1,0.856027800053462,1.04089965179065,1.07273000355493,0.399260802353702
"20139","RRBP1",2.56030199640598,0.0249876268824563,0.594372904619726,5,"RRBP1",0.0000114703529721443,1,1,0.0000000000180826711991098,0.00129354802047429,1,1,0.0000481360424174052,1,1,1,1,0.00000222569802389284,1,1.01841817097498,1,1,1.10881937104806,1.07301212959532,1,1,0.985418677382983,1,1,1,1,0.965979012771639,1,0.399260802353702
"21265","SLC35A3",-2.55965235586755,0.0250175143030558,-0.594275357110716,4,"SLC35A3",1,1,1,0.000000000000000000110636734205315,0.0000144658854316547,1,1,0.0000043525168422574,1,1,1,1,0.00612256496580172,1,1,1,1,0.796105761322554,0.924813787595846,1,1,1.02094467259363,1,1,1,1,1.04967552286695,1,0.399260802353702
"17665","PHF2",-2.55905342591544,0.0250450995990551,-0.594185400865055,6,"PHF2",0.0369813472381329,1,1,0.0000000000000110803708548287,0.00146066406528075,1,1,0.00000000000140010508858436,1,1,0.00779734368788926,1,0.0484769644906173,1,1.00524572510793,1,1,0.8195861046484,0.935167158880492,1,1,0.974763282019401,1,1,0.981317662643287,1,0.981002806591386,1,0.399260802353702
"23095","TCEAL1",-2.55790192570336,0.0250982182946491,-0.594012388703662,5,"TCEAL1",0.000255551592842542,1,1,0.0000000760121805569157,1,0.0355950801237873,1,0.00000000141328062734059,1,1,1,1,0.0000167445309221133,1,0.995334983977101,1,1,0.873279551117201,1,0.983819711003803,1,1.00975572695543,1,1,1,1,1.05569296413548,1,0.399260802353702
"6179","EIF1",-2.55782053253921,0.0251019771131244,-0.594000156313247,6,"EIF1",1,1,1,0.000000000111625276932276,0.00418974563757131,0.0344143348269528,1,1,0.0427276160999847,1,0.0293567058039817,0.000467513164965848,1,1,1,1,1,0.936353205411942,0.898277691633075,1.00191800183631,1,1,1.43229962129125,1,0.976695742792997,0.541984398921047,1,1,0.399260802353702
"10751","KLRC3",-2.55671054850308,0.0251532920895806,-0.593833298251545,4,"KLRC3",0.000624398327330906,1,1,0.0000213841662354369,1,1,1,1,1,1,1,1,0.0248623784739342,0.000561592882857045,0.981138018233971,1,1,0.805767823593731,1,1,1,1,1,1,1,1,1.07384711285026,0.861949171647788,0.399260802353702
"5742","DND1",-2.55611585448713,0.0251808270626322,-0.59374386949392,6,"DND1",1,1,1,0.000000541115481480586,0.0187517138769859,1,1,0.000730189788050323,1,1,1,0.0219128583845277,0.0278773200474733,0.0332745252007168,1,1,1,0.942992277239439,0.890468294523088,1,1,0.993579318795852,1,1,1,0.80827550085112,0.987530899684844,0.982376967819319,0.399260802353702
"19781","RNF139",-2.55517854410095,0.0252242851882814,-0.593602874172829,4,"RNF139",0.0306538434336528,1,1,0.000000928640416408082,1,1,1,0.00457618953217798,1,1,1,1,0.00000204768929842228,1,1.00335007927144,1,1,0.865474379798206,1,1,1,1.00497003371205,1,1,1,1,1.04213952119108,1,0.399260802353702
"25827","ZFP62",-2.58783635167211,0.0252353626702428,-0.615160225935515,8,"ZFP62",0.00442301345358119,1,NA,0.0000000103629928843694,0.0122368657039093,0.0381084688434919,1,0.00832205950765256,0.0277819664138495,1,1,0.0430135314650657,0.0194154494185122,1,1.00318839886109,1,NA,0.815352417268449,1.10035138542458,0.981820943267583,1,0.993169587109275,1.50522374052523,1,1,0.838696159244104,1.03317182630048,1,0.399260802353702
"10480","KIAA0040",-2.55465805693125,0.0252484489788889,-0.593524556051434,5,"KIAA0040",0.0125887606158896,1,1,0.0000305139468792019,1,1,1,0.00438772386708205,1,1,1,0.01353683457604,0.0182709767812519,1,1.00746158317326,1,1,0.950002292176172,1,1,1,1.00701938718139,1,1,1,0.867505551443375,1.02330973691209,1,0.399260802353702
"21969","SNRNP70",-2.55353327951121,0.0253007442124312,-0.593355252286557,7,"SNRNP70",0.000000182024390191243,1,1,0.0000000061400213836573,1,0.00823861320951529,0.00747774347113728,0.00000000328032687553972,1,1,1,0.0409631776813562,0.0000000423699047035344,1,1.01960220496032,1,1,0.92691534791705,1,0.987706601638251,1.14553534374357,0.945568135312122,1,1,1,0.726958831341301,0.977893935241321,1,0.399260802353702
"15388","MYL12A",-2.55301850157416,0.0253247134121138,-0.593277740595182,7,"MYL12A",0.00000601604710812671,1,1,0.000000458809086431991,0.0000000000017208640941688,0.0034733783796534,1,0.0000000000000178991198923998,1,1,1,0.0162278948372644,0.000000000000333601829055428,1,0.986480657085907,1,1,0.863035422856029,1.10716819437606,0.995977040448072,1,0.965018830657257,1,1,1,0.868978572032366,1.01446706359377,1,0.399260802353702
"20258","RWDD4",-2.58529280257451,0.0253500369927793,-0.614784189930235,5,"RWDD4",0.0000420398923777101,1,NA,0.00000563708412304144,0.0129110585254117,1,1,0.00000515588436454791,1,1,1,1,0.000523034690273641,1,0.987237527409142,1,NA,0.846377379379817,0.957308996421834,1,1,1.01699715271211,1,1,1,1,1.04974281422504,1,0.399260802353702
"18307","PPIL2",2.58519704831678,0.0253543640169342,0.614770025511447,7,"PPIL2",1,1,0.00999458495549321,0.000000908286823030071,1,NA,1,0.000130455536594876,1,1,0.0182617957616871,0.0140758808809105,0.00000090527768088701,0.00670074038775615,1,1,0.85220453139598,1.09944445940359,1,NA,1,1.00817170310832,1,1,0.985318315350817,1.14313337727972,0.983102009354261,0.974865618384257,0.399260802353702
"3555","CDC14B",-2.55068114488697,0.0254338244888807,-0.592925589992108,6,"CDC14B",1,1,1,0.0000000335366136162051,0.00000000348276427082203,1,1,1,1,1,0.000649720129963971,0.0100922521067943,0.00000277416425088285,0.0232824403242093,1,1,1,0.82182419385711,0.852047652831933,1,1,1,1,1,1.02274376009201,0.886549707602339,0.942874036390279,1.04156432274783,0.399260802353702
"8893","HAS3",2.62023733500401,0.0255872948469847,0.638027165111042,4,"HAS3",1,1,NA,0.000000683861062072586,1,NA,1,0.0000882424557071634,1,1,0.00793546544506086,1,0.0291592269699178,1,1,1,NA,1.08578394731867,1,NA,1,1.00888508287665,1,1,0.989448815925963,1,0.976273735515785,1,0.399260802353702
"19215","RALGAPA1",-2.54690565637026,0.0256110375725017,-0.592356048384652,4,"RALGAPA1",0.00137815736466008,1,1,0.0000000000780332663748553,0.000212776049401016,1,1,0.00000000855562499425673,1,1,1,1,1,1,0.990108989228005,1,1,0.753578587390017,0.830965193452614,1,1,0.983071767357168,1,1,1,1,1,1,0.399260802353702
"23333","TGIF1",-2.54655083571195,0.0256277537603756,-0.592302477120342,6,"TGIF1",0.00189101721323049,1,1,0.000000000000000467129994929466,0.0391964637287543,1,1,0.00171101560369476,1,1,0.020836959323522,0.0000125041861309276,1,1,1.00825201098017,1,1,0.816491594162854,0.726651133278072,1,1,1.00684714401803,1,1,0.977214963790592,0.423879428459581,1,1,0.399260802353702
"1806","BACH2",-2.54574819594598,0.025665606661616,-0.592181264581599,4,"BACH2",1,1,1,0.0000000102848692014023,1,0.000710089149751565,1,1,1,1,1,0.00021530943843972,0.00256225308784273,1,1,1,1,0.823052636144901,1,0.937845479480649,1,1,1,1,1,0.594650753445241,0.960278615608564,1,0.399260802353702
"19620","RHBDL3",2.66887074405656,0.0256699119793024,0.66467041858253,4,"RHBDL3",NA,1,NA,0.00000000097040865859394,1,NA,1,0.0369894338732721,1,1,1,1,0.0427003121230267,0.00173553867471894,NA,1,NA,1.11052558188688,1,NA,1,1.02039021953751,1,1,1,1,0.981764721281792,1.06267129504683,0.399260802353702
"21561","SMG1",-2.54335637481102,0.0257787293215804,-0.591819819572937,5,"SMG1",1,1,1,0.0000000000736166432834901,0.000252735429563287,1,1,0.00000103036589885492,1,1,1,0.000338068670944589,0.000779990127153461,1,1,1,1,0.835635473039208,0.931873967352824,1,1,1.02043121183306,1,1,1,0.493518005540166,1.02494804456765,1,0.399260802353702
"20109","RPS6KA5",-2.54313938925859,0.025789015774823,-0.591787011675941,6,"RPS6KA5",0.00120226009123069,1,1,0.000000279817788423069,0.00315439724309612,1,1,1,1,1,1,0.00453125487895375,0.0000789250922640632,0.0402546214714079,1.01344579971571,1,1,0.901929026131137,0.840867814706369,1,1,1,1,1,1,0.780007584376185,1.02395166927439,1.04021369453785,0.399260802353702
"14923","MORF4L2",-2.54229487194304,0.0258290891638945,-0.591659293896441,6,"MORF4L2",0.00869048899171159,1,1,0.00000000000000903653141870893,0.000493098277941351,1,1,0.000893681751272958,1,1,1,0.00929339905358886,0.0016927066133848,1,0.991423251623487,1,1,0.851619851447404,1.0531244546407,1,1,1.01346369411547,1,1,1,0.67379314399953,1.02124814577743,1,0.399260802353702
"17747","PIGN",-2.5747178728331,0.0258323241110926,-0.613216297637349,5,"PIGN",1,1,1,0.00000000000000626916224037523,1,NA,1,0.0000000351214249723338,1,1,0.00577049214801525,1,0.0433575734814035,0.0076174601077418,1,1,1,0.879549918950224,1,NA,1,0.974283044860748,1,1,0.953367295036803,1,1.02368473890752,0.956826629402737,0.399260802353702
"2453","C1GALT1",-2.53707887088745,0.0260779416828696,-0.590869481240239,5,"C1GALT1",1,1,1,0.00000113621213407004,0.0310002739692591,1,1,0.000000000127703146904222,1,1,1,0.0238221459771162,0.000000000110238255335159,1,1,1,1,0.876562621992478,0.923081119890576,1,1,1.04607414226096,1,1,1,0.586328292706197,1.11980604091132,1,0.399260802353702
"13336","LRRC40",-2.53661027897117,0.0261004118474535,-0.590798443225395,4,"LRRC40",1,1,1,0.00000000236365181052209,0.00480033515917177,1,1,0.000000000000149755322098613,1,1,1,1,0.00075046812060174,1,1,1,1,0.745640290097637,0.969652226738465,1,1,1.01964111443502,1,1,1,1,1.05100382623888,1,0.399260802353702
"18672","PRR5L",-2.56845494621756,0.0261221987997177,-0.612284293123215,4,"PRR5L",0.00379548914612283,1,1,0.000000000000474799772176343,1,NA,1,1,1,1,1,1,0.0186207614342789,0.00146045059481771,0.986830494537252,1,1,0.775537128817624,1,NA,1,1,1,1,1,1,1.02869594035452,0.917379262319271,0.399260802353702
"24421","TSEN2",-2.56760653895906,0.0261617118351815,-0.612157842425201,5,"TSEN2",0.0336362310453639,1,1,0.000000021291719413434,1,NA,1,0.00381191937347462,1,1,1,0.0325782511169253,0.0000639797423212493,1,0.995173848125413,1,1,0.903117585139238,1,NA,1,0.990192205543325,1,1,1,0.813471502590674,0.960612166360958,1,0.399260802353702
"23836","TMEM62",2.53381910563459,0.0262346465515091,0.590375019652075,6,"TMEM62",0.0471157640649738,1,1,0.0000086488578161413,0.0000911531034929213,1,1,0.0000000700636029851188,1,1,1,0.00407123098251457,0.00395210377952196,1,1.00473934411193,1,1,1.0758694831583,1.09154295959524,1,1,0.981092471012217,1,1,1,1.16883472545529,1.01839992554463,1,0.399260802353702
"20859","SH3BP4",2.56551182639932,0.0262595210790881,0.611845435166773,4,"SH3BP4",1,1,1,0.0000000433203819117869,1,NA,1,1,1,1,0.000410266612975751,0.014062484943419,0.000176152442996167,1,1,1,1,1.12623620784777,1,NA,1,1,1,1,0.918568811780141,1.33434216057167,0.953693367889488,1,0.399260802353702
"1663","ATP6V0E1",2.53301657409079,0.0262733665453821,0.590253184566802,9,"ATP6V0E1",0.0000200576056117747,1,1,0.0000000000000000176024524099544,0.00000000211326310902653,1,0.0312944963321305,0.00038713851034914,1,1,0.00169194948188987,0.000404744708747604,0.00000000000455335314275285,0.00810508533391997,0.99040141519376,1,1,1.21770241601647,1.08636075583285,1,1.0737863705405,0.986764873632238,1,1,1.00666174388199,1.19921476246565,1.0286930615026,0.944948094078103,0.399260802353702
"6181","EIF1AX",-2.53216050793048,0.0263147307320733,-0.59012317772672,7,"EIF1AX",0.0381484346032498,1,1,0.00000181823633398274,1,1,0.0419781775075951,0.00000000000000053142361513676,1,1,1,0.00000383191040052815,0.0403821484928605,0.0331509227804101,0.997359858073488,1,1,0.814578342241772,1,1,1.37032243583579,1.06139903183155,1,1,1,0.706082883449125,1.02199306292584,0.944218766440372,0.399260802353702
"4064","CIAO2A",-2.60332712513548,0.0263406874731212,-0.635576090733029,6,"CIAO2A",0.00074025818198504,1,NA,0.000071417269401369,0.0141458047839866,1,0.0402013782252984,0.0000901727995586959,NA,1,1,1,0.0000000000611064455594759,1,0.982470202898957,1,NA,0.921456232665009,0.983636892991881,1,1.1430631019263,1.02548660338243,NA,1,1,1,1.06967261810684,1,0.399260802353702
